"RMSE";"Rsquared";"MAE";"Model";"Floor";"Building";"LongLat";"approach"
2,93665328365171;0,958649325995064;1,13877187077529;"knn";"F4";"B2";"Lat";"Minimal"
4,3960652556501;0,967653171880017;1,77711493630476;"knn";"F4";"B2";"Long";"Minimal"
16,4391424098988;0,548892171702221;7,84881517841803;"kknn";"F4";"B2";"Lat";"OnlyTrain"
14,5082282601227;0,77070181582068;8,47474230487621;"kknn";"F4";"B2";"Long";"OnlyTrain"
13,3579113437129;0,706650948475915;8,59084384541851;"glmnet";"F4";"B2";"Lat";"OnlyTrain"
11,5286219354106;0,85302351863002;8,0787934969968;"glmnet";"F4";"B2";"Long";"OnlyTrain"
10,4215156091588;0,818586515458668;6,08428178744641;"rf";"F4";"B2";"Lat";"OnlyTrain"
10,915972085573;0,868074166469674;6,13513864541768;"rf";"F4";"B2";"Long";"OnlyTrain"
10,5503400370318;0,806172412240775;5,58468932119341;"knn";"F4";"B2";"Lat";"OnlyTrain"
10,0554123694522;0,887583863658667;5,84838989813933;"knn";"F4";"B2";"Long";"OnlyTrain"
4,90902934009183;0,962073996950696;2,63697138467566;"kknn";"F0";"B2";"Lat";"Test&Train"
7,97312014940522;0,927054919367402;3,25040859547468;"kknn";"F0";"B2";"Long";"Test&Train"
8,40404020008895;0,888350959856962;6,30841024605185;"glmnet";"F0";"B2";"Lat";"Test&Train"
11,8720667544081;0,839341080215135;8,50681320287242;"glmnet";"F0";"B2";"Long";"Test&Train"
4,31476114562042;0,970991279199485;2,75185853430383;"rf";"F0";"B2";"Lat";"Test&Train"
7,76220198450006;0,932971646049365;3,84936878566755;"rf";"F0";"B2";"Long";"Test&Train"
4,18503874001854;0,972421769394987;2,39434507801402;"knn";"F0";"B2";"Lat";"Test&Train"
7,29450310858259;0,939199667954789;3,06987584250869;"knn";"F0";"B2";"Long";"Test&Train"
4,37665725111012;0,906829775247404;1,80067270779266;"kknn";"F4";"B2";"Lat";"Test&Train"
6,95794577370091;0,921092961395372;2,8629203008031;"kknn";"F4";"B2";"Long";"Test&Train"
6,32837405361738;0,803170518410987;4,95204942266528;"glmnet";"F4";"B2";"Lat";"Test&Train"
7,12414284003464;0,918036256725932;5,14611938650954;"glmnet";"F4";"B2";"Long";"Test&Train"
5,52406690588351;0,95131377985203;2,83842097060876;"rf";"F4";"B2";"Long";"Test&Train"
4,20690152668549;0,913340674908332;1,70943504589108;"knn";"F4";"B2";"Lat";"Test&Train"
5,92668498498813;0,942629363352698;2,55200924540096;"knn";"F4";"B2";"Long";"Test&Train"
5,09937461643446;0,959218987531931;2,40607431312765;"kknn";"F0";"B2";"Lat";"Minimal"
8,98948364019858;0,910775995877266;3,68683307625345;"kknn";"F0";"B2";"Long";"Minimal"
9,50013599214156;0,856314363904557;7,2968594781848;"glmnet";"F0";"B2";"Lat";"Minimal"
13,2682907591189;0,804238149797088;9,74032842420227;"glmnet";"F0";"B2";"Long";"Minimal"
5.24309679006687;0.956961577833423;2.81910769223329;"kknn";"F0";"B2";"Lat";"Minimal"
7,9320714055839;0,928987815520233;3,49257665669385;"kknn";"F0";"B2";"Long";"Minimal"
9.56856667106582;0.854904302491084;7.1834467222179;"glmnet";"F0";"B2";"Lat";"Minimal"
12,6413651603991;0,819302553140713;9,24046257385541;"glmnet";"F0";"B2";"Long";"Minimal"
5.07158649508461;0.960269487012199;2.97450569914302;"rf";"F0";"B2";"Lat";"Minimal"
7,80094667714081;0,931781995807415;3,88160769515223;"rf";"F0";"B2";"Long";"Minimal"
4.85781593169781;0.963249554622811;2.67334516316875;"knn";"F0";"B2";"Lat";"Minimal"
7,18964813148622;0,941094463866994;3,2594442716668;"knn";"F0";"B2";"Long";"Minimal"
2,94632874667177;0,988543225317639;1,72276193604325;"rf";"F2";"B2";"Long";""
