"RMSE";"Rsquared";"MAE";"Model";"Floor";"Building";"LongLat";"approach"
11,6997905617095;0,77658957710238;4,44563040858868;"kknn";"F2";"B2";"Lat";"OnlyTrain"
9,20660353079463;0,886424589644015;3,70228887281848;"kknn";"F2";"B2";"Long";"OnlyTrain"
7,70723119321435;0,901443650975804;5,76009875195623;"glmnet";"F2";"B2";"Lat";"OnlyTrain"
10,2406111632211;0,859336415856762;7,06144910838743;"glmnet";"F2";"B2";"Long";"OnlyTrain"
4,29699147838125;0,970088302028616;2,03088697415668;"rf";"F2";"B2";"Lat";"OnlyTrain"
4,56862172632057;0,972187906673115;2,19611470381384;"rf";"F2";"B2";"Long";"OnlyTrain"
4,11720479694201;0,971688797748683;2,06592854102625;"knn";"F2";"B2";"Lat";"OnlyTrain"
6,34929817892612;0,946278895789436;2,47987884627892;"knn";"F2";"B2";"Long";"OnlyTrain"
5,41578187786238;0,937578848982768;2,64296612083856;"kknn";"F1";"B2";"Lat";"OnlyTrain"
5,68706555900098;0,96170788734808;2,67867880014197;"kknn";"F1";"B2";"Long";"OnlyTrain"
8,24463143966973;0,85228293069861;6,41101108022818;"glmnet";"F1";"B2";"Lat";"OnlyTrain"
11,0004235758668;0,856394767372744;8,45464603041507;"glmnet";"F1";"B2";"Long";"OnlyTrain"
3,56480096804802;0,971615280388232;2,24507858900255;"rf";"F1";"B2";"Lat";"OnlyTrain"
4,97170974745778;0,972450536607994;2,87374920443637;"rf";"F1";"B2";"Long";"OnlyTrain"
3,97891505620781;0,966189805366852;2,32430107837081;"knn";"F1";"B2";"Lat";"OnlyTrain"
4,87063798000848;0,971565186546098;2,29465299648423;"knn";"F1";"B2";"Long";"OnlyTrain"
6,07046786517449;0,928953780666664;2,34175431165121;"kknn";"F0";"B2";"Lat";"OnlyTrain"
7,58007119907911;0,92127718226457;3,04347433263969;"kknn";"F0";"B2";"Long";"OnlyTrain"
9,24445492594844;0,840988613266418;6,63256339590172;"glmnet";"F0";"B2";"Lat";"OnlyTrain"
11,9493480235191;0,813665172752829;8,60649952490326;"glmnet";"F0";"B2";"Long";"OnlyTrain"
5,2146231692985;0,947517362629184;2,56008825860146;"rf";"F0";"B2";"Lat";"OnlyTrain"
8,35443772821795;0,905918489642033;3,3975462517396;"rf";"F0";"B2";"Long";"OnlyTrain"
5,51080565988856;0,942593888801402;2,4759328405619;"knn";"F0";"B2";"Lat";"OnlyTrain"
8,84664359936333;0,896136278830887;3,075586115077;"knn";"F0";"B2";"Long";"OnlyTrain"
5,0410769634034;0,95844736030008;2,72054467797133;"kknn";"F1";"B2";"Lat";"Minimal"
5,67106099663181;0,962546653401428;3,06533897773723;"kknn";"F1";"B2";"Long";"Minimal"
9,44597066470473;0,853879276794086;7,38972970191755;"glmnet";"F1";"B2";"Lat";"Minimal"
12,3633354205;0,824114429489457;9,90700044758031;"glmnet";"F1";"B2";"Long";"Minimal"
4,02195342727722;0,97372085180945;2,48906592561334;"rf";"F1";"B2";"Lat";"Minimal"
4,82723617966778;0,974553622940285;2,98152644495197;"rf";"F1";"B2";"Long";"Minimal"
3,59055407062907;0,978884047413936;2,30621501255707;"knn";"F1";"B2";"Lat";"Minimal"
4,08584113210699;0,980644955714934;2,55600293896545;"knn";"F1";"B2";"Long";"Minimal"
4,63774868938819;0,964660940589756;2,73186445130583;"kknn";"F1";"B2";"Lat";"Test&Train"
5,12429339434007;0,969503742768596;2,38093042703271;"kknn";"F1";"B2";"Long";"Test&Train"
8,72209740577613;0,875560906335376;6,82762168456892;"glmnet";"F1";"B2";"Lat";"Test&Train"
11,0529060238497;0,858421695570277;8,43961210757812;"glmnet";"F1";"B2";"Long";"Test&Train"
